Model,Round,Model_Path,mAP_50,mAP_50_95,mAP50_rhino,mAP50_zebra,mAP50_leopard
yolov8n,0,experiment_workspace/yolov8n/models\student_round_0\weights\best.pt,0.680844034713608,0.5067709742298188,0.5571594550034675,0.5612181562625086,0.4019353114234807
yolov8n,1,experiment_workspace/yolov8n/models\student_round_1\weights\best.pt,0.7599976311406182,0.5863858368225096,0.6088595759219801,0.5851619465639395,0.5651359879816089
yolov8n,2,experiment_workspace/yolov8n/models\student_round_2\weights\best.pt,0.7507581253240566,0.5883393595185781,0.5670376549646245,0.5929302713520672,0.6050501522390425
yolov8n,3,experiment_workspace/yolov8n/models\student_round_3\weights\best.pt,0.7128763916252798,0.5556926502758028,0.5331386268091701,0.5887407493866715,0.5451985746315666
yolov8n,4,experiment_workspace/yolov8n/models\student_round_4\weights\best.pt,0.7216207261938457,0.568331058657283,0.5009060535835358,0.602284829345666,0.6018022930426472
yolov8n,5,experiment_workspace/yolov8n/models\student_round_5\weights\best.pt,0.7374854626617111,0.5859019806027999,0.5150724550354261,0.6116084722198234,0.6310250145531497
yolov8n,6,experiment_workspace/yolov8n/models\student_round_6\weights\best.pt,0.7171982625194513,0.5748809371023696,0.5207396128507337,0.6184288963137051,0.5854743021426705
